avg_cycle_time,cycle_time_std,cycle_time_trend,throughput,temperature_mean,vibration_mean,utilization,current_cycle_time,high_risk
58.67,4.89,-0.074,27.08,57.89,1.49,0.501,57.27,0
52.62,5.18,-0.066,46.75,70.23,2.93,0.795,60.33,0
131.96,20.55,0.254,24.47,74.47,4.05,0.949,173.24,1
117.3,16.2,0.085,27.41,70.9,5.78,0.883,79.13,1
79.46,8.05,0.154,39.57,95.17,3.49,0.865,95.17,1
51.47,4.03,-0.007,46.89,57.24,1.32,0.689,42.72,0
90.95,14.3,0.069,35.34,83.38,2.81,0.899,81.43,1
53.72,2.69,-0.123,35.91,64.26,2.48,0.549,53.68,0
81.95,7.97,0.046,33.61,62.52,2.87,0.746,88.21,0
85.27,8.31,0.136,32.86,81.5,4.25,0.913,96.36,1
37.07,4.86,-0.056,47.89,62.51,1.24,0.513,46.44,0
91.69,19.58,0.072,33.19,80.35,10.73,0.832,89.42,1
86.21,3.03,-0.012,33.71,73.52,3.04,0.795,81.18,0
79.58,7.86,0.028,31.61,89.29,3.8,0.801,73.56,0
97.76,9.8,-0.049,32.28,80.11,2.13,0.844,89.31,0
89.0,13.39,0.21,33.52,69.71,6.74,0.791,109.61,1
58.53,1.91,-0.11,21.89,49.05,1.99,0.405,57.48,0
37.32,2.43,-0.168,38.32,49.19,2.27,0.395,34.13,0
118.31,20.53,0.159,26.45,66.57,4.69,0.856,144.61,1
62.44,6.83,-0.09,41.31,57.55,3.62,0.687,71.03,0
89.36,14.15,0.126,30.68,70.49,9.61,0.759,90.94,1
165.56,23.74,0.201,18.62,97.02,9.06,0.882,158.91,1
53.47,6.99,0.016,43.84,73.39,1.64,0.737,51.12,0
57.58,5.12,0.057,51.11,66.81,3.04,0.794,50.68,0
96.72,12.7,0.122,24.69,88.4,4.15,0.755,108.33,1
150.35,17.26,0.225,20.0,98.02,8.18,0.886,140.86,1
141.41,12.03,0.184,24.46,83.53,4.97,0.944,149.94,1
92.1,5.77,0.081,31.48,66.77,5.29,0.91,77.58,1
94.39,15.64,0.09,29.05,72.6,7.13,0.75,57.63,1
53.77,2.77,-0.161,26.92,53.01,2.08,0.462,57.92,0
174.36,16.25,0.167,20.55,87.71,10.57,0.989,154.7,1
144.16,18.0,0.191,22.59,95.97,10.36,0.964,137.15,1
86.58,7.32,-0.042,26.96,70.6,2.39,0.672,71.76,0
66.89,4.21,-0.066,30.01,55.23,1.99,0.631,64.23,0
43.54,3.08,0.009,36.6,48.53,1.29,0.437,43.16,0
63.61,4.46,0.065,37.16,74.41,3.53,0.665,57.53,0
100.17,11.51,0.133,23.77,75.33,9.15,0.701,109.64,1
63.74,5.36,0.034,40.32,65.12,3.16,0.701,68.63,0
43.84,2.01,-0.041,32.02,63.3,1.33,0.394,43.1,0
72.81,3.27,0.028,36.37,74.65,2.37,0.774,71.89,0
138.51,16.86,0.297,21.24,94.39,9.16,0.91,156.74,1
115.67,12.64,0.176,22.52,73.51,6.49,0.788,103.74,1
94.0,8.43,0.064,29.54,73.42,2.1,0.845,95.44,0
63.92,7.57,0.079,35.38,65.34,2.43,0.736,70.97,0
159.22,26.33,0.289,20.51,88.1,11.68,0.923,198.3,1
106.82,9.88,0.104,24.34,75.7,10.92,0.758,107.52,1
51.49,3.69,-0.061,52.26,58.62,2.27,0.741,51.58,0
38.12,1.32,-0.072,51.48,63.49,1.86,0.525,35.49,0
55.98,4.24,-0.047,27.02,48.3,1.13,0.477,48.86,0
36.28,4.1,-0.154,38.29,64.62,1.38,0.439,37.95,0
83.96,16.09,0.126,35.5,70.12,5.21,0.868,97.87,1
146.26,20.45,0.254,20.34,78.22,3.51,0.874,139.87,1
62.81,9.04,-0.007,44.23,75.89,2.77,0.868,62.94,0
83.18,7.77,0.206,35.47,78.07,7.55,0.868,85.28,1
62.95,8.24,-0.009,43.44,65.23,3.84,0.893,54.39,0
106.63,10.01,0.036,22.68,82.74,4.36,0.768,84.34,1
99.27,9.82,0.156,32.33,97.51,3.41,0.888,99.26,1
67.52,5.13,0.056,29.09,64.56,2.86,0.632,66.15,0
76.27,7.64,0.03,36.13,56.39,2.58,0.795,84.18,0
104.45,9.17,0.192,25.91,69.15,5.38,0.775,108.61,1
49.78,1.86,-0.15,31.67,51.79,1.94,0.502,46.94,0
63.59,6.87,0.05,38.36,59.13,3.88,0.676,59.77,0
76.98,4.41,-0.034,37.19,70.15,5.49,0.851,79.72,0
161.4,27.66,0.187,19.65,84.62,11.24,0.896,208.38,1
69.47,5.44,0.035,45.56,69.41,2.74,0.931,68.88,0
67.38,16.72,0.148,36.78,85.7,10.16,0.783,34.83,1
92.08,8.31,0.021,31.32,71.97,4.81,0.935,84.64,0
67.4,16.83,0.069,44.22,83.02,9.81,0.817,88.16,1
98.47,13.08,0.167,29.73,72.14,6.28,0.905,102.25,1
114.61,24.4,0.123,29.64,73.49,6.35,0.939,114.03,1
61.1,6.58,0.055,43.04,78.77,2.19,0.853,53.1,0
71.37,10.8,0.159,36.97,84.94,7.5,0.768,84.33,1
108.49,9.68,0.215,26.02,75.31,5.63,0.789,114.18,1
66.01,4.46,0.08,50.72,73.9,4.32,0.936,58.58,0
47.03,4.8,-0.012,34.9,51.83,2.29,0.466,45.85,0
45.12,1.45,-0.03,33.9,58.31,1.68,0.429,48.33,0
37.04,3.66,-0.141,43.48,56.71,1.91,0.448,37.0,0
145.25,13.24,0.17,19.52,72.97,5.59,0.886,164.89,1
79.25,6.63,0.053,26.91,70.19,1.36,0.688,80.34,0
63.27,3.98,-0.007,38.13,74.51,3.58,0.64,62.96,0
75.79,11.36,0.146,32.77,86.74,4.28,0.8,47.25,0
78.84,5.26,0.062,38.28,57.51,3.99,0.803,87.12,0
60.74,9.82,0.018,52.42,71.55,4.76,0.947,66.24,1
64.51,7.73,0.026,43.71,65.87,3.77,0.785,74.12,0
163.72,23.92,0.251,19.04,87.11,9.63,0.978,120.62,1
133.38,13.95,0.214,21.85,82.18,4.37,0.892,115.67,1
120.19,22.18,0.19,26.22,65.63,4.87,0.877,123.04,1
74.05,5.49,0.009,44.72,72.19,2.91,0.954,82.26,1
71.86,18.98,0.148,39.17,87.35,7.15,0.783,79.62,1
55.46,2.95,-0.179,31.15,50.61,1.67,0.481,59.8,0
37.6,1.39,-0.01,32.67,52.83,2.38,0.362,38.28,0
51.86,1.89,-0.126,31.96,58.85,2.42,0.477,48.78,0
82.21,10.54,0.166,34.03,72.92,7.37,0.804,75.86,1
70.47,5.66,0.072,48.37,76.54,3.51,0.944,62.32,1
82.61,5.63,-0.028,36.36,73.35,3.65,0.953,75.93,0
47.6,3.97,-0.13,34.19,51.04,1.27,0.442,56.45,0
73.16,7.85,-0.044,39.56,67.46,2.8,0.868,82.59,0
87.2,5.93,0.036,30.91,88.47,3.12,0.835,87.46,0
80.35,6.16,0.072,40.71,76.72,3.35,0.931,82.02,1
93.79,8.32,0.161,32.71,87.03,5.3,0.897,74.23,1
61.68,7.6,0.033,36.75,70.03,3.21,0.697,55.68,0
69.69,17.87,0.188,44.99,70.35,9.2,0.879,109.02,1
76.86,8.02,0.096,33.07,73.59,7.0,0.815,85.04,1
67.71,7.79,-0.009,28.51,60.83,2.96,0.629,68.14,0
78.17,5.49,0.072,34.35,68.24,3.61,0.73,82.7,0
71.41,10.83,0.122,34.82,82.91,4.77,0.751,77.4,1
102.46,17.1,0.162,24.99,82.97,9.35,0.715,131.14,1
81.74,9.74,0.044,36.21,79.33,3.33,0.9,113.76,1
58.82,6.41,0.044,45.92,65.46,2.02,0.727,60.48,0
147.72,18.24,0.219,18.86,66.2,3.82,0.894,203.93,1
82.12,10.3,0.034,35.07,82.52,4.72,0.854,84.75,1
67.35,7.14,0.067,45.47,71.25,2.5,0.878,70.7,1
66.6,7.97,-0.045,52.0,80.67,4.09,0.937,77.65,0
53.38,4.14,-0.043,45.79,64.68,2.18,0.77,46.6,0
76.45,9.72,0.164,39.83,76.81,6.41,0.822,70.94,1
54.74,3.41,-0.042,45.53,57.0,3.2,0.72,50.85,0
148.05,26.31,0.19,22.87,80.26,9.67,0.922,192.78,1
61.12,7.68,0.077,45.2,70.32,5.49,0.889,65.48,1
71.89,8.92,-0.0,44.63,76.66,3.64,0.934,69.43,0
78.88,9.16,0.202,41.95,80.27,7.15,0.894,85.99,1
118.36,21.51,0.236,24.79,83.19,3.04,0.87,128.11,1
61.18,13.8,0.12,47.08,83.8,10.34,0.805,60.52,1
92.64,7.93,0.052,33.74,70.53,5.35,0.852,85.21,1
72.42,10.45,0.098,40.91,89.53,4.75,0.789,81.08,1
112.12,17.23,0.157,23.28,73.74,5.81,0.801,56.21,1
96.43,6.51,0.099,31.92,68.19,3.79,0.835,106.35,1
67.02,7.26,-0.05,35.32,60.57,1.8,0.704,62.18,0
73.39,8.72,0.062,44.12,81.87,5.41,0.87,56.99,1
62.52,3.08,0.014,36.47,67.6,2.81,0.722,68.93,0
144.77,16.69,0.193,19.64,65.44,6.51,0.898,167.96,1
58.85,5.06,-0.032,32.42,63.47,2.54,0.62,59.47,0
151.97,16.31,0.284,20.79,81.07,10.97,0.952,143.21,1
83.91,4.49,-0.041,36.33,81.69,3.69,0.908,78.66,1
117.36,10.41,0.121,27.3,79.0,3.72,0.904,112.66,1
75.32,5.19,0.045,42.84,66.17,4.37,0.913,81.24,1
35.88,3.22,-0.057,39.64,63.32,1.22,0.458,38.58,0
89.56,4.16,-0.029,28.32,72.23,2.36,0.701,97.1,0
38.92,2.64,-0.149,47.07,51.02,1.4,0.587,36.59,0
118.12,8.42,0.11,24.64,78.56,4.82,0.815,127.3,1
66.61,7.6,0.01,49.84,74.68,2.21,0.891,64.16,0
90.11,7.42,0.135,27.1,76.74,10.58,0.765,105.62,1
57.05,5.61,0.024,38.22,65.92,2.04,0.605,65.99,0
65.88,7.14,0.029,39.48,71.25,2.56,0.782,65.45,0
90.61,6.17,-0.037,36.58,71.75,2.46,0.94,83.56,0
144.83,19.91,0.138,20.89,66.73,4.49,0.967,150.28,1
106.04,5.35,0.088,25.93,86.02,2.87,0.872,98.55,1
88.72,5.43,0.055,40.43,79.69,4.22,0.96,77.35,0
99.64,7.42,-0.009,35.53,79.35,2.3,0.948,86.66,1
43.58,2.28,-0.077,40.78,55.24,1.38,0.495,39.09,0
130.14,28.26,0.257,22.52,88.02,11.64,0.958,105.1,1
91.76,10.32,0.104,33.62,97.9,5.96,0.819,105.36,1
71.95,4.59,0.001,35.93,61.23,2.97,0.737,70.79,0
104.88,12.51,0.102,23.83,68.97,4.78,0.804,111.84,1
58.14,1.41,-0.017,34.6,55.95,0.7,0.577,56.7,0
155.5,19.99,0.26,19.62,95.76,7.28,0.945,147.84,1
72.68,7.4,0.046,33.14,66.48,2.97,0.749,72.11,0
89.22,16.88,0.221,27.5,84.76,4.42,0.763,145.66,1
87.75,5.22,0.045,25.96,72.46,3.53,0.663,86.35,0
97.53,8.86,0.174,24.46,88.45,5.0,0.708,68.71,1
74.26,12.37,0.2,37.21,76.03,9.86,0.789,47.64,1
68.25,11.21,0.087,41.76,85.75,3.37,0.786,85.39,1
93.97,9.09,0.088,26.53,76.29,5.97,0.788,87.51,1
111.89,23.22,0.219,28.74,68.64,4.29,0.952,113.01,1
51.45,3.14,-0.07,25.92,56.07,2.17,0.389,48.63,0
80.19,3.67,0.004,35.62,62.61,1.32,0.812,74.47,0
51.88,3.96,-0.091,40.63,72.1,3.26,0.638,51.47,0
150.15,15.96,0.26,18.81,85.75,8.38,0.921,169.06,1
79.71,3.73,-0.006,26.61,67.56,2.23,0.604,78.52,0
69.96,11.46,0.037,39.54,84.16,5.8,0.823,64.97,1
70.7,5.42,0.073,41.75,84.3,5.27,0.878,74.11,0
89.91,3.34,0.043,23.15,61.3,3.01,0.615,91.76,0
72.61,7.83,0.047,31.71,67.0,1.34,0.68,87.91,0
86.06,4.42,0.062,29.48,56.55,2.26,0.746,91.39,0
74.1,4.7,0.033,38.5,80.56,5.03,0.838,75.26,1
73.69,7.44,-0.088,32.13,66.26,1.69,0.752,65.34,0
52.35,2.36,0.02,34.78,57.62,1.82,0.574,52.47,0
136.07,23.35,0.101,20.89,77.54,3.64,0.914,164.99,1
154.07,22.67,0.2,20.26,85.72,9.48,0.977,157.2,1
71.08,6.82,-0.019,30.03,67.08,2.27,0.661,68.98,0
86.41,5.68,-0.064,30.21,71.06,3.32,0.748,95.56,0
52.7,3.29,-0.048,27.78,48.34,2.37,0.392,52.16,0
100.46,8.72,0.044,27.9,93.62,3.67,0.771,112.85,1
111.16,18.61,0.171,21.55,86.9,7.64,0.72,147.27,1
55.67,1.83,-0.052,30.39,58.61,2.42,0.464,53.99,0
88.68,5.93,-0.069,29.25,55.84,1.73,0.738,86.36,0
82.14,11.23,0.161,36.72,82.21,8.82,0.853,99.13,1
85.35,9.14,0.196,29.79,75.85,4.42,0.771,97.24,1
46.77,4.58,-0.044,26.94,62.95,1.55,0.393,38.32,0
88.37,16.06,0.192,35.41,71.85,4.63,0.831,94.56,1
63.72,6.08,-0.01,33.56,73.89,1.45,0.605,67.86,0
82.37,6.7,-0.02,32.99,73.25,2.42,0.797,87.96,0
86.71,10.63,0.07,31.02,85.19,9.22,0.732,78.15,1
70.19,14.37,0.209,41.55,83.75,10.32,0.848,96.17,1
66.78,5.71,0.037,40.66,78.29,3.31,0.864,72.31,0
122.66,24.75,0.173,28.25,83.21,3.62,0.938,155.73,1
88.16,5.01,0.05,33.95,78.58,4.66,0.942,90.4,1
91.91,19.27,0.13,25.05,73.43,6.77,0.741,63.23,1
82.97,5.06,0.078,37.99,79.7,3.5,0.904,86.46,1
149.84,19.74,0.209,18.57,79.7,6.93,0.882,154.42,1
141.86,18.73,0.253,19.04,67.73,3.15,0.85,130.23,1
50.56,4.47,-0.173,22.3,64.83,1.88,0.357,49.4,0
125.33,24.81,0.141,27.94,69.82,4.59,0.948,197.65,1
61.55,12.34,0.109,36.27,76.4,11.16,0.685,60.2,1
92.21,10.88,0.068,28.09,78.47,7.98,0.738,85.33,1
78.89,3.15,-0.011,30.83,59.75,2.82,0.749,78.56,0
71.78,17.64,0.107,36.8,73.9,8.28,0.843,30.0,1
110.3,18.04,0.113,31.74,74.87,5.76,0.959,111.03,1
52.05,4.69,-0.095,39.73,55.76,2.54,0.611,49.9,0
141.0,19.15,0.246,22.8,86.44,10.78,0.957,144.1,1
48.06,1.58,-0.133,34.3,64.61,1.94,0.532,45.07,0
53.31,1.66,-0.03,32.04,61.17,1.66,0.489,50.47,0
69.95,8.32,0.077,50.8,65.5,4.19,0.942,59.49,1
113.88,10.64,0.088,24.53,69.7,3.96,0.823,119.69,1
100.63,17.05,0.2,30.95,75.0,4.77,0.893,117.3,1
41.61,2.48,-0.09,30.59,62.96,1.57,0.354,45.08,0
137.74,22.79,0.289,21.88,86.57,8.86,0.904,99.49,1
51.85,2.94,-0.148,35.14,52.07,1.67,0.587,54.26,0
57.97,4.71,-0.107,23.38,61.09,1.1,0.38,56.79,0
56.53,1.9,0.002,24.89,51.84,2.27,0.407,58.37,0
109.97,16.02,0.19,22.79,79.77,3.75,0.782,127.64,1
148.58,16.32,0.248,21.03,71.64,3.75,0.976,158.5,1
83.01,5.52,0.098,34.59,90.49,5.9,0.846,84.85,1
111.14,8.25,0.088,24.9,75.29,10.33,0.823,109.78,1
54.9,3.21,-0.164,28.55,53.67,2.14,0.447,49.37,0
87.67,4.39,-0.044,32.91,78.15,3.87,0.86,93.5,0
95.87,6.98,0.042,33.56,73.88,4.74,0.958,95.9,1
80.15,6.54,0.1,41.25,65.7,4.73,0.946,87.22,1
35.63,2.78,-0.15,59.61,48.22,2.26,0.568,33.24,0
89.7,14.54,0.148,31.15,96.81,3.06,0.839,86.43,1
93.72,4.61,0.09,31.23,72.47,3.19,0.924,94.63,1
106.37,13.91,0.127,21.53,72.83,11.45,0.744,94.6,1
72.47,8.62,0.028,39.01,81.88,4.17,0.864,71.35,0
46.59,4.36,0.017,35.78,50.35,1.68,0.446,47.77,0
103.28,14.02,0.133,26.71,83.04,5.0,0.853,66.8,1
68.8,3.48,-0.039,40.58,63.01,3.91,0.782,66.51,0
128.3,15.27,0.223,21.35,83.54,3.47,0.889,142.16,1
111.75,9.7,0.179,23.99,77.57,3.57,0.775,99.72,1
70.87,3.21,0.024,36.67,67.46,2.68,0.726,74.5,0
172.46,25.17,0.287,18.51,84.98,11.77,0.982,179.65,1
60.74,9.77,-0.016,48.31,81.5,2.17,0.902,76.7,0
55.18,4.54,-0.146,26.32,60.14,1.96,0.443,55.39,0
85.21,11.21,0.232,35.48,68.25,4.8,0.905,83.63,1
57.65,5.17,0.073,36.89,70.83,1.74,0.621,59.91,0
102.18,16.0,0.182,30.08,75.5,8.32,0.843,106.16,1
110.62,18.51,0.187,21.89,85.98,11.06,0.684,101.81,1
143.45,21.86,0.264,24.26,86.52,8.57,0.969,152.42,1
76.81,7.94,-0.045,39.12,74.74,2.74,0.831,94.77,0
90.89,8.26,0.086,33.47,69.41,2.88,0.84,76.08,1
67.5,18.61,0.168,37.11,87.38,10.75,0.786,74.07,1
47.7,2.94,-0.011,30.37,55.68,1.81,0.387,47.76,0
84.27,9.11,0.062,34.32,80.23,4.91,0.943,95.76,1
72.44,6.42,0.052,44.65,70.5,3.4,0.863,64.95,0
35.16,1.95,0.008,60.84,56.99,1.83,0.589,34.86,0
62.24,6.25,0.046,56.46,77.36,3.23,0.946,70.56,1
129.28,12.03,0.13,25.18,65.66,5.38,0.971,138.97,1
131.48,17.21,0.112,20.56,66.26,3.22,0.866,119.76,1
41.54,3.63,-0.158,44.48,56.12,2.43,0.578,39.89,0
35.77,3.36,-0.114,50.64,56.05,1.47,0.493,33.47,0
66.64,6.37,-0.091,38.75,64.57,3.93,0.716,54.19,0
117.75,18.62,0.241,25.92,72.13,4.51,0.918,89.65,1
50.75,2.23,-0.131,38.23,61.75,1.79,0.535,50.02,0
81.46,5.72,0.117,32.67,94.44,3.75,0.751,92.78,1
55.81,1.27,-0.121,32.47,54.87,1.58,0.568,53.72,0
97.63,10.65,0.221,27.97,74.12,3.88,0.784,101.38,1
79.94,7.88,-0.091,30.93,62.37,1.63,0.773,75.03,0
110.81,17.52,0.103,27.65,71.89,8.11,0.868,116.94,1
72.68,3.48,-0.024,30.64,68.96,3.38,0.713,71.03,0
94.38,9.61,0.208,31.3,80.29,3.8,0.862,104.27,1
84.47,4.03,-0.048,27.52,65.47,1.91,0.697,87.33,0
95.92,11.45,0.038,35.13,91.0,4.19,0.897,98.55,1
150.25,17.19,0.233,21.36,70.23,3.97,0.967,131.67,1
45.46,1.44,-0.134,46.75,57.63,1.11,0.568,41.7,0
148.27,19.75,0.223,18.77,69.19,4.01,0.892,182.34,1
93.55,12.06,0.08,35.96,79.59,5.29,0.896,112.23,1
39.32,1.51,-0.128,33.14,64.4,2.08,0.42,37.54,0
91.46,5.02,0.004,34.06,69.63,3.08,0.865,96.5,0
53.64,5.98,0.055,37.97,67.7,2.63,0.617,50.16,0
69.53,11.76,0.07,36.44,93.48,5.81,0.768,71.87,1
60.61,17.73,0.099,41.24,82.37,10.45,0.747,42.91,1
51.64,4.83,-0.003,36.47,64.03,2.26,0.525,70.1,0
60.35,4.18,0.062,50.36,77.94,5.32,0.898,77.44,1
64.86,15.15,0.067,41.07,79.5,10.06,0.804,58.69,1
144.18,18.22,0.197,20.32,81.73,7.0,0.892,135.93,1
88.75,5.03,0.061,36.44,75.29,2.83,0.88,89.13,1
155.33,27.02,0.237,18.78,96.32,9.86,0.904,150.7,1
82.47,8.05,0.052,39.07,80.23,4.89,0.921,96.8,0
75.56,7.61,-0.015,30.83,55.76,3.72,0.717,80.27,0
113.81,9.63,0.093,22.62,81.89,8.7,0.777,122.32,1
98.48,5.97,0.052,32.25,76.11,2.4,0.921,99.88,1
90.53,5.2,0.002,29.82,80.08,5.0,0.849,86.36,0
87.45,6.96,0.021,33.87,75.83,2.83,0.943,98.66,1
111.34,8.99,0.175,25.97,72.52,10.38,0.779,114.87,1
97.1,12.74,0.12,27.25,80.13,7.3,0.74,117.77,1
81.98,9.09,0.088,38.28,75.22,3.12,0.946,98.0,1
56.45,7.99,-0.081,44.76,65.62,2.85,0.734,63.87,0
62.32,9.98,0.097,44.46,68.54,2.64,0.893,58.7,1
90.82,13.25,0.228,31.54,77.25,6.3,0.762,133.35,1
79.59,5.74,0.038,35.76,72.77,1.45,0.819,84.85,0
82.93,11.19,0.157,30.22,77.06,10.68,0.762,100.69,1
85.8,9.24,0.043,39.15,65.6,4.39,0.889,92.24,1
68.77,4.12,0.025,31.11,72.74,2.19,0.639,74.96,0
40.4,2.93,-0.044,35.07,59.93,1.78,0.426,42.35,0
50.48,6.58,-0.025,56.56,65.15,1.43,0.758,46.68,0
114.3,14.06,0.176,29.24,70.86,5.27,0.973,138.48,1
70.06,5.89,-0.062,42.43,57.21,3.13,0.804,61.33,0
53.36,3.14,-0.04,48.52,69.35,3.5,0.774,50.5,0
68.74,6.02,-0.021,41.72,71.19,2.51,0.838,76.38,0
51.42,5.16,0.072,47.93,57.75,2.05,0.679,46.92,0
54.72,2.04,-0.084,22.69,50.96,1.0,0.366,49.26,0
82.84,4.77,-0.032,29.82,61.41,2.33,0.666,82.59,0
95.51,6.5,0.048,30.39,70.76,2.48,0.902,94.5,0
72.87,15.65,0.171,39.8,72.93,6.72,0.884,78.03,1
87.81,5.07,-0.007,26.79,64.15,1.8,0.699,81.32,0
79.88,8.47,-0.029,38.93,76.26,3.34,0.9,76.23,1
145.0,26.55,0.298,21.08,96.9,9.62,0.904,208.93,1
85.73,7.55,-0.051,25.87,72.04,2.57,0.679,73.26,0
68.05,3.53,-0.054,33.98,69.99,3.15,0.637,75.17,0
77.97,3.64,0.076,26.01,62.01,3.18,0.641,84.81,0
94.35,9.84,-0.018,30.86,77.59,2.66,0.837,79.4,1
89.3,14.28,0.16,31.44,74.89,9.28,0.85,98.77,1
80.45,4.21,0.029,27.3,70.07,3.59,0.665,81.42,0
65.1,8.05,0.053,43.56,86.64,2.63,0.824,64.84,0
44.41,1.71,-0.103,31.49,64.91,0.66,0.433,44.52,0
62.75,9.14,0.013,45.68,76.77,5.25,0.931,70.28,1
92.19,16.03,0.148,26.66,86.79,11.11,0.796,76.66,1
66.55,5.55,-0.036,28.57,64.45,3.93,0.611,62.51,0
98.84,11.87,0.139,31.99,84.55,5.05,0.898,109.02,1
72.26,3.38,-0.093,40.18,62.89,2.06,0.77,69.5,0
103.56,9.15,0.113,22.02,96.72,2.98,0.71,101.46,1
38.92,2.99,-0.017,40.33,50.42,1.38,0.417,38.6,0
143.47,22.49,0.234,21.01,74.24,3.31,0.86,140.09,1
53.08,3.24,-0.045,49.61,69.2,1.21,0.807,56.43,0
150.21,23.83,0.166,24.0,79.55,5.15,0.962,175.79,1
87.91,7.49,-0.064,26.69,73.02,2.31,0.646,96.34,0
66.18,9.3,0.157,37.94,93.04,5.15,0.798,77.91,1
56.23,6.62,-0.09,44.62,73.36,2.81,0.675,62.48,0
124.34,13.44,0.278,25.54,68.77,6.37,0.873,107.08,1
59.45,1.29,-0.161,24.68,58.06,0.67,0.462,57.8,0
53.59,7.66,-0.054,49.81,73.46,2.57,0.795,63.81,0
71.13,8.84,-0.021,48.05,74.64,2.87,0.907,50.93,0
57.07,2.06,0.02,22.26,52.15,1.87,0.4,54.93,0
85.55,3.55,0.077,31.77,71.79,2.34,0.792,88.34,0
111.74,16.96,0.274,29.84,72.97,5.53,0.898,116.7,1
143.25,28.27,0.192,24.67,85.24,7.35,0.97,73.42,1
67.2,6.06,-0.053,34.19,64.67,1.3,0.652,58.92,0
151.14,21.46,0.184,21.15,65.52,6.65,0.924,125.19,1
86.39,7.51,-0.022,34.8,76.5,3.04,0.877,76.73,0
60.2,3.36,-0.03,44.78,59.28,3.31,0.761,61.54,0
104.75,10.63,0.109,25.92,96.72,5.64,0.756,107.04,1
70.75,12.04,0.06,32.72,94.15,5.86,0.738,65.22,1
173.33,24.75,0.252,17.12,90.21,8.39,0.936,161.76,1
81.21,5.35,-0.054,29.1,59.19,2.57,0.739,75.18,0
84.88,12.55,0.126,28.17,83.14,5.73,0.78,104.21,1
53.36,4.78,-0.119,23.4,52.24,1.2,0.369,61.13,0
57.52,2.86,-0.031,23.62,53.59,0.82,0.382,57.59,0
57.69,4.56,-0.115,22.09,52.66,1.15,0.409,53.58,0
130.37,15.66,0.255,24.58,97.96,8.93,0.948,127.44,1
63.73,8.98,0.168,41.05,83.92,10.03,0.727,79.1,1
90.07,15.82,0.139,24.58,73.92,8.53,0.721,112.3,1
95.57,5.61,-0.042,29.9,78.87,3.39,0.879,109.97,1
80.37,7.0,0.027,24.31,55.04,3.94,0.601,92.39,0
61.29,6.66,0.005,40.85,57.33,1.43,0.702,59.98,0
79.45,7.62,0.057,35.33,62.17,3.8,0.79,71.19,0
85.46,3.44,-0.093,30.04,71.56,2.34,0.695,86.25,0
84.2,17.99,0.19,31.03,85.08,8.23,0.745,116.69,1
67.7,5.59,0.017,43.75,67.2,3.69,0.864,65.81,0
35.73,1.12,-0.108,33.63,63.62,0.98,0.387,33.1,0
45.1,1.77,-0.168,40.53,57.47,0.71,0.538,41.52,0
44.08,4.29,-0.033,40.05,50.39,1.61,0.574,41.63,0
93.02,6.2,-0.04,29.32,69.88,4.68,0.865,102.7,0
146.98,24.17,0.1,22.24,72.39,3.13,0.896,156.73,1
104.44,13.28,0.149,32.36,72.5,4.84,0.902,115.8,1
64.98,19.62,0.055,43.19,71.53,6.76,0.748,72.79,1
88.79,7.03,-0.034,35.28,70.44,2.95,0.894,85.77,0
69.73,6.26,-0.078,35.84,71.74,2.71,0.782,78.84,0
47.52,1.42,-0.027,30.28,53.29,2.4,0.428,47.95,0
125.81,13.61,0.244,27.25,68.38,4.0,0.949,150.37,1
114.1,17.97,0.166,24.89,75.13,6.55,0.863,117.49,1
53.16,6.95,-0.033,50.42,56.09,3.26,0.801,47.07,0
70.73,7.1,0.023,38.27,76.03,4.31,0.869,84.82,1
63.04,7.95,0.071,53.99,65.71,4.44,0.936,71.36,0
89.84,13.43,0.125,29.73,76.53,4.1,0.803,75.7,1
134.19,22.9,0.144,26.07,70.08,3.57,0.936,115.54,1
101.66,9.05,0.188,27.93,83.09,4.49,0.78,108.3,1
96.49,5.78,-0.038,32.41,67.93,4.55,0.897,86.21,0
43.66,3.82,-0.132,43.07,53.9,2.05,0.579,38.51,0
46.28,2.74,-0.108,43.5,52.15,2.1,0.595,43.22,0
63.39,4.02,0.014,34.24,71.26,3.91,0.673,61.82,0
46.68,2.2,0.014,38.28,64.42,1.31,0.545,44.91,0
83.33,10.23,0.139,34.59,89.41,3.51,0.876,93.56,1
86.89,7.03,0.16,34.0,84.25,3.79,0.856,105.03,1
46.36,2.59,-0.036,24.48,56.01,1.1,0.364,41.66,0
74.2,13.59,0.216,36.9,75.03,8.41,0.817,76.28,1
56.15,3.8,-0.073,47.92,68.48,2.85,0.715,47.85,0
87.73,5.34,-0.037,24.18,60.36,3.94,0.647,85.84,0
89.11,4.65,-0.058,25.59,63.24,1.86,0.64,91.51,0
83.36,4.43,0.036,31.95,66.8,2.23,0.789,81.44,0
81.45,4.47,-0.04,25.67,62.98,1.44,0.635,73.3,0
64.05,7.13,0.08,49.82,69.03,3.0,0.867,59.58,1
81.11,4.78,0.056,33.01,66.02,2.89,0.842,80.16,0
162.58,22.16,0.213,20.48,88.26,7.18,0.938,220.0,1
59.05,2.69,-0.095,22.31,63.14,2.37,0.361,56.99,0
47.52,4.34,-0.03,41.87,62.75,1.5,0.549,44.79,0
36.7,2.78,-0.174,54.31,64.29,0.76,0.579,30.0,0
92.54,9.25,0.111,30.15,68.32,5.9,0.848,80.43,1
